timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 11:05:42.985, 2715 MHz, 75, 37.62 W, 54 %, 13 %
2026/07/19 11:05:43.186, 2715 MHz, 75, 37.62 W, 54 %, 13 %
2026/07/19 11:05:43.401, 2715 MHz, 75, 37.62 W, 54 %, 13 %
2026/07/19 11:05:43.603, 2715 MHz, 75, 37.95 W, 50 %, 12 %
2026/07/19 11:05:43.805, 2715 MHz, 75, 37.95 W, 50 %, 12 %
2026/07/19 11:05:44.008, 2715 MHz, 75, 38.67 W, 53 %, 13 %
2026/07/19 11:05:44.213, 2715 MHz, 75, 38.67 W, 53 %, 13 %
2026/07/19 11:05:44.421, 2715 MHz, 75, 37.78 W, 52 %, 11 %
2026/07/19 11:05:44.625, 2715 MHz, 75, 37.78 W, 52 %, 11 %
2026/07/19 11:05:44.829, 2715 MHz, 75, 37.78 W, 52 %, 11 %
2026/07/19 11:05:45.032, 2715 MHz, 75, 37.81 W, 54 %, 13 %
2026/07/19 11:05:45.237, 2715 MHz, 75, 37.81 W, 54 %, 13 %
2026/07/19 11:05:45.452, 2715 MHz, 75, 37.29 W, 53 %, 11 %
2026/07/19 11:05:45.653, 2715 MHz, 75, 37.29 W, 53 %, 11 %
2026/07/19 11:05:45.856, 2715 MHz, 75, 37.29 W, 53 %, 11 %
2026/07/19 11:05:46.059, 2715 MHz, 75, 38.06 W, 56 %, 15 %
2026/07/19 11:05:46.262, 2715 MHz, 75, 38.06 W, 56 %, 15 %
2026/07/19 11:05:46.464, 2715 MHz, 75, 38.87 W, 53 %, 12 %
2026/07/19 11:05:46.666, 2715 MHz, 75, 38.87 W, 53 %, 12 %
2026/07/19 11:05:46.869, 2715 MHz, 75, 38.87 W, 53 %, 12 %
2026/07/19 11:05:47.072, 2715 MHz, 74, 38.64 W, 52 %, 11 %
2026/07/19 11:05:47.272, 2715 MHz, 74, 38.64 W, 52 %, 11 %
2026/07/19 11:05:47.475, 2715 MHz, 75, 38.11 W, 49 %, 12 %
2026/07/19 11:05:47.677, 2715 MHz, 75, 38.11 W, 49 %, 12 %
2026/07/19 11:05:47.892, 2715 MHz, 75, 38.11 W, 49 %, 12 %
2026/07/19 11:05:48.093, 2715 MHz, 75, 38.01 W, 53 %, 13 %
2026/07/19 11:05:48.295, 2715 MHz, 75, 38.01 W, 53 %, 13 %
2026/07/19 11:05:48.498, 2715 MHz, 74, 37.72 W, 49 %, 10 %
2026/07/19 11:05:48.700, 2715 MHz, 74, 37.72 W, 49 %, 10 %
2026/07/19 11:05:48.902, 2715 MHz, 74, 37.72 W, 49 %, 10 %
2026/07/19 11:05:49.104, 2715 MHz, 74, 36.65 W, 46 %, 9 %
2026/07/19 11:05:49.305, 2715 MHz, 74, 36.65 W, 46 %, 9 %
2026/07/19 11:05:49.508, 2715 MHz, 75, 37.56 W, 54 %, 15 %
2026/07/19 11:05:49.709, 2715 MHz, 75, 37.56 W, 54 %, 15 %
2026/07/19 11:05:49.911, 2715 MHz, 75, 37.68 W, 49 %, 11 %
2026/07/19 11:05:50.112, 2715 MHz, 75, 37.68 W, 49 %, 11 %
2026/07/19 11:05:50.313, 2715 MHz, 75, 37.68 W, 49 %, 11 %
2026/07/19 11:05:50.516, 2715 MHz, 75, 37.31 W, 54 %, 12 %
2026/07/19 11:05:50.718, 2715 MHz, 75, 37.31 W, 54 %, 12 %
2026/07/19 11:05:50.920, 2715 MHz, 75, 36.98 W, 51 %, 11 %
2026/07/19 11:05:51.121, 2715 MHz, 75, 36.98 W, 51 %, 11 %
2026/07/19 11:05:51.324, 2715 MHz, 75, 36.98 W, 51 %, 11 %
2026/07/19 11:05:51.528, 2715 MHz, 75, 36.48 W, 50 %, 10 %
2026/07/19 11:05:51.730, 2715 MHz, 75, 36.48 W, 50 %, 10 %
2026/07/19 11:05:51.931, 2715 MHz, 76, 38.89 W, 54 %, 15 %
2026/07/19 11:05:52.135, 2715 MHz, 76, 38.89 W, 54 %, 15 %
2026/07/19 11:05:52.339, 2715 MHz, 76, 38.89 W, 54 %, 15 %
2026/07/19 11:05:52.541, 2715 MHz, 75, 40.16 W, 50 %, 11 %
2026/07/19 11:05:52.743, 2715 MHz, 75, 40.16 W, 50 %, 11 %
2026/07/19 11:05:52.945, 2715 MHz, 76, 40.82 W, 57 %, 18 %
2026/07/19 11:05:53.148, 2715 MHz, 76, 40.82 W, 57 %, 18 %
2026/07/19 11:05:53.351, 2715 MHz, 76, 40.82 W, 57 %, 18 %
2026/07/19 11:05:53.554, 2715 MHz, 76, 39.81 W, 54 %, 12 %
2026/07/19 11:05:53.755, 2715 MHz, 76, 39.81 W, 54 %, 12 %
2026/07/19 11:05:53.958, 2715 MHz, 76, 40.57 W, 61 %, 18 %
2026/07/19 11:05:54.161, 2715 MHz, 76, 40.57 W, 61 %, 18 %
2026/07/19 11:05:54.365, 2715 MHz, 76, 40.57 W, 61 %, 18 %
2026/07/19 11:05:54.568, 2715 MHz, 74, 39.23 W, 44 %, 8 %
2026/07/19 11:05:54.771, 2715 MHz, 74, 39.23 W, 44 %, 8 %
2026/07/19 11:05:54.972, 2715 MHz, 76, 39.06 W, 62 %, 19 %
2026/07/19 11:05:55.173, 2715 MHz, 76, 39.06 W, 62 %, 19 %
2026/07/19 11:05:55.377, 2715 MHz, 76, 39.06 W, 62 %, 19 %
2026/07/19 11:05:55.581, 2715 MHz, 74, 38.90 W, 49 %, 10 %
2026/07/19 11:05:55.784, 2715 MHz, 74, 38.90 W, 49 %, 10 %
2026/07/19 11:05:55.986, 2715 MHz, 76, 39.82 W, 61 %, 18 %
2026/07/19 11:05:56.188, 2715 MHz, 76, 39.82 W, 61 %, 18 %
2026/07/19 11:05:56.391, 2715 MHz, 76, 39.82 W, 61 %, 18 %
2026/07/19 11:05:56.593, 2715 MHz, 75, 39.63 W, 60 %, 16 %
2026/07/19 11:05:56.808, 2715 MHz, 75, 39.63 W, 60 %, 16 %
2026/07/19 11:05:57.010, 2715 MHz, 75, 39.10 W, 56 %, 13 %
2026/07/19 11:05:57.214, 2715 MHz, 75, 39.10 W, 56 %, 13 %
2026/07/19 11:05:57.417, 2715 MHz, 75, 37.25 W, 52 %, 12 %
2026/07/19 11:05:57.619, 2715 MHz, 75, 37.25 W, 52 %, 12 %
2026/07/19 11:05:57.822, 2715 MHz, 75, 37.25 W, 52 %, 12 %
2026/07/19 11:05:58.024, 2715 MHz, 74, 39.22 W, 50 %, 10 %
2026/07/19 11:05:58.228, 2715 MHz, 74, 39.22 W, 50 %, 10 %
2026/07/19 11:05:58.431, 2715 MHz, 74, 39.74 W, 54 %, 13 %
