timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 10:43:47.765, 1380 MHz, 48, 15.21 W, 0 %, 0 %
2026/07/19 10:43:48.391, 2055 MHz, 62, 10.82 W, 0 %, 0 %
2026/07/19 10:43:48.593, 2055 MHz, 62, 10.82 W, 0 %, 0 %
2026/07/19 10:43:48.802, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:43:49.013, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:43:49.214, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:43:49.415, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:43:49.617, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:43:49.827, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:43:50.032, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:43:50.238, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:43:50.442, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:43:50.643, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:43:50.857, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:43:51.061, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:43:51.270, 2055 MHz, 63, 13.34 W, 0 %, 0 %
2026/07/19 10:43:51.479, 1380 MHz, 48, 15.10 W, 0 %, 0 %
2026/07/19 10:43:52.102, 2055 MHz, 63, 10.83 W, 0 %, 0 %
2026/07/19 10:43:52.315, 2055 MHz, 63, 10.83 W, 0 %, 0 %
2026/07/19 10:43:52.526, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:52.729, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:52.937, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:53.146, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:53.347, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:53.555, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:43:53.768, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:43:53.983, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:43:54.197, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:43:54.409, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:43:54.614, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:54.817, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:55.024, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:43:55.226, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:43:55.892, 2055 MHz, 63, 12.18 W, 0 %, 0 %
2026/07/19 10:43:56.099, 2055 MHz, 63, 12.18 W, 0 %, 0 %
2026/07/19 10:43:56.307, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:43:56.513, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:43:57.143, 2055 MHz, 63, 12.30 W, 0 %, 0 %
2026/07/19 10:43:57.355, 2055 MHz, 63, 12.30 W, 0 %, 0 %
2026/07/19 10:43:57.563, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:43:58.232, 2055 MHz, 63, 12.27 W, 0 %, 0 %
2026/07/19 10:43:58.434, 2055 MHz, 63, 12.27 W, 0 %, 0 %
2026/07/19 10:43:58.636, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:43:58.838, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:43:59.045, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:43:59.250, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:43:59.452, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:43:59.655, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:43:59.857, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:44:00.058, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:44:00.261, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:44:00.466, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:44:00.669, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:44:00.884, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:44:01.096, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:44:01.302, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:44:01.504, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:44:01.720, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:02.433, 2055 MHz, 63, 12.23 W, 0 %, 0 %
2026/07/19 10:44:02.638, 2055 MHz, 63, 12.23 W, 0 %, 0 %
2026/07/19 10:44:02.839, 2055 MHz, 63, 13.17 W, 0 %, 0 %
2026/07/19 10:44:03.050, 2055 MHz, 63, 13.17 W, 0 %, 0 %
2026/07/19 10:44:03.264, 2055 MHz, 63, 13.17 W, 0 %, 0 %
2026/07/19 10:44:03.469, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:44:03.678, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:44:03.885, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:04.427, 2055 MHz, 63, 12.28 W, 0 %, 0 %
2026/07/19 10:44:04.639, 2055 MHz, 63, 12.28 W, 0 %, 0 %
2026/07/19 10:44:04.842, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:05.055, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:05.262, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:05.470, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:05.677, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:05.892, 2055 MHz, 64, 13.14 W, 0 %, 0 %
2026/07/19 10:44:06.094, 2055 MHz, 64, 13.14 W, 0 %, 0 %
2026/07/19 10:44:06.297, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:06.503, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:06.707, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:06.910, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:07.111, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:07.315, 2055 MHz, 64, 13.14 W, 0 %, 0 %
2026/07/19 10:44:07.525, 2055 MHz, 64, 13.14 W, 0 %, 0 %
2026/07/19 10:44:07.728, 2055 MHz, 64, 13.14 W, 0 %, 0 %
2026/07/19 10:44:07.933, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:08.136, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:08.341, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:08.900, 2055 MHz, 63, 12.28 W, 0 %, 0 %
2026/07/19 10:44:09.103, 2055 MHz, 63, 12.28 W, 0 %, 0 %
2026/07/19 10:44:09.310, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:09.515, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:09.715, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:09.916, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:10.121, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:10.325, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:10.528, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:10.729, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:10.940, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:11.142, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:11.344, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:11.544, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:11.755, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:11.959, 2055 MHz, 64, 13.09 W, 0 %, 0 %
2026/07/19 10:44:12.163, 2055 MHz, 64, 13.09 W, 0 %, 0 %
2026/07/19 10:44:12.371, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:12.576, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:13.172, 2055 MHz, 64, 12.33 W, 0 %, 0 %
2026/07/19 10:44:13.378, 2055 MHz, 64, 12.33 W, 0 %, 0 %
2026/07/19 10:44:13.593, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:14.298, 2055 MHz, 64, 12.34 W, 0 %, 0 %
2026/07/19 10:44:14.501, 2055 MHz, 64, 12.34 W, 0 %, 0 %
2026/07/19 10:44:14.710, 2055 MHz, 64, 13.21 W, 0 %, 0 %
2026/07/19 10:44:14.914, 2055 MHz, 64, 13.21 W, 0 %, 0 %
2026/07/19 10:44:15.117, 2055 MHz, 64, 13.21 W, 0 %, 0 %
2026/07/19 10:44:15.323, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:15.526, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:15.741, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:16.366, 2055 MHz, 64, 10.83 W, 0 %, 0 %
2026/07/19 10:44:16.569, 2055 MHz, 64, 10.83 W, 0 %, 0 %
2026/07/19 10:44:16.772, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:16.974, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:17.176, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:17.382, 2055 MHz, 64, 14.16 W, 0 %, 0 %
2026/07/19 10:44:17.586, 2055 MHz, 64, 14.16 W, 0 %, 0 %
2026/07/19 10:44:17.800, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:18.004, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:18.210, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:18.414, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:18.615, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:18.818, 2055 MHz, 64, 13.26 W, 0 %, 0 %
2026/07/19 10:44:19.023, 2055 MHz, 64, 13.26 W, 0 %, 0 %
2026/07/19 10:44:19.228, 2055 MHz, 64, 13.26 W, 0 %, 0 %
2026/07/19 10:44:19.432, 2055 MHz, 64, 14.55 W, 0 %, 0 %
2026/07/19 10:44:19.638, 2055 MHz, 64, 14.55 W, 0 %, 0 %
2026/07/19 10:44:19.841, 2055 MHz, 64, 13.65 W, 0 %, 0 %
2026/07/19 10:44:20.043, 2055 MHz, 64, 13.65 W, 0 %, 0 %
2026/07/19 10:44:20.258, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:20.468, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:20.671, 2055 MHz, 64, 13.18 W, 0 %, 0 %
2026/07/19 10:44:20.873, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:21.074, 2055 MHz, 64, 13.19 W, 0 %, 0 %
2026/07/19 10:44:21.276, 2055 MHz, 64, 13.20 W, 0 %, 0 %
2026/07/19 10:44:21.478, 2055 MHz, 64, 13.20 W, 0 %, 0 %
2026/07/19 10:44:21.681, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:22.318, 2055 MHz, 63, 10.69 W, 0 %, 0 %
2026/07/19 10:44:22.524, 2055 MHz, 63, 10.69 W, 0 %, 0 %
2026/07/19 10:44:22.731, 2055 MHz, 64, 13.06 W, 0 %, 0 %
2026/07/19 10:44:22.933, 2055 MHz, 64, 13.06 W, 0 %, 0 %
2026/07/19 10:44:23.143, 2055 MHz, 64, 13.06 W, 0 %, 0 %
2026/07/19 10:44:23.345, 2055 MHz, 64, 13.09 W, 0 %, 0 %
2026/07/19 10:44:23.546, 2055 MHz, 64, 13.09 W, 0 %, 0 %
2026/07/19 10:44:23.750, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:23.953, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:24.158, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:24.359, 2055 MHz, 64, 13.05 W, 0 %, 0 %
2026/07/19 10:44:24.567, 2055 MHz, 64, 13.05 W, 0 %, 0 %
2026/07/19 10:44:24.773, 2055 MHz, 64, 13.07 W, 0 %, 0 %
2026/07/19 10:44:24.974, 2055 MHz, 64, 13.07 W, 0 %, 0 %
2026/07/19 10:44:25.175, 2055 MHz, 64, 13.07 W, 0 %, 0 %
2026/07/19 10:44:25.378, 2055 MHz, 64, 13.06 W, 0 %, 0 %
2026/07/19 10:44:25.592, 2055 MHz, 64, 13.06 W, 0 %, 0 %
2026/07/19 10:44:25.806, 2055 MHz, 64, 13.05 W, 0 %, 0 %
2026/07/19 10:44:26.018, 2055 MHz, 64, 13.05 W, 0 %, 0 %
2026/07/19 10:44:26.220, 2055 MHz, 64, 14.42 W, 0 %, 0 %
2026/07/19 10:44:26.420, 2055 MHz, 64, 14.42 W, 0 %, 0 %
2026/07/19 10:44:26.623, 2055 MHz, 64, 14.42 W, 0 %, 0 %
2026/07/19 10:44:26.826, 2055 MHz, 64, 14.43 W, 0 %, 0 %
2026/07/19 10:44:27.041, 2055 MHz, 64, 14.43 W, 0 %, 0 %
2026/07/19 10:44:27.248, 2055 MHz, 64, 13.95 W, 0 %, 0 %
2026/07/19 10:44:27.453, 2055 MHz, 64, 13.95 W, 0 %, 0 %
2026/07/19 10:44:27.660, 2055 MHz, 64, 13.95 W, 0 %, 0 %
2026/07/19 10:44:27.865, 2055 MHz, 64, 13.16 W, 0 %, 0 %
2026/07/19 10:44:28.079, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:28.764, 2055 MHz, 63, 14.16 W, 0 %, 0 %
2026/07/19 10:44:28.979, 2055 MHz, 63, 14.16 W, 0 %, 0 %
2026/07/19 10:44:29.182, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:44:29.385, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:44:29.585, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:44:29.799, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:30.011, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:30.214, 2055 MHz, 64, 13.04 W, 0 %, 0 %
2026/07/19 10:44:30.415, 2055 MHz, 64, 13.04 W, 0 %, 0 %
2026/07/19 10:44:30.625, 2055 MHz, 64, 13.04 W, 0 %, 0 %
2026/07/19 10:44:30.832, 2055 MHz, 64, 14.25 W, 0 %, 0 %
2026/07/19 10:44:31.035, 2055 MHz, 64, 14.25 W, 0 %, 0 %
2026/07/19 10:44:31.237, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:44:31.444, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:44:31.654, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:44:31.866, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:44:32.077, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:44:32.289, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:44:32.493, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:33.148, 2055 MHz, 63, 10.79 W, 0 %, 0 %
2026/07/19 10:44:33.355, 2055 MHz, 63, 10.79 W, 0 %, 0 %
2026/07/19 10:44:33.563, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:33.770, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:33.980, 2055 MHz, 64, 13.15 W, 0 %, 0 %
2026/07/19 10:44:34.186, 2055 MHz, 64, 13.12 W, 0 %, 0 %
2026/07/19 10:44:34.393, 2055 MHz, 64, 13.12 W, 0 %, 0 %
2026/07/19 10:44:34.600, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:34.801, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:35.014, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:35.228, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:35.437, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:35.642, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:35.857, 2055 MHz, 64, 13.13 W, 0 %, 0 %
2026/07/19 10:44:36.065, 2055 MHz, 64, 13.11 W, 0 %, 0 %
2026/07/19 10:44:36.273, 2055 MHz, 64, 13.11 W, 0 %, 0 %
2026/07/19 10:44:36.485, 2055 MHz, 64, 13.11 W, 0 %, 0 %
2026/07/19 10:44:36.689, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:36.892, 2055 MHz, 64, 13.10 W, 0 %, 0 %
2026/07/19 10:44:37.105, 2055 MHz, 64, 13.17 W, 0 %, 0 %
2026/07/19 10:44:37.312, 2055 MHz, 64, 13.17 W, 0 %, 0 %
2026/07/19 10:44:37.519, 2055 MHz, 64, 13.17 W, 0 %, 0 %
2026/07/19 10:44:37.723, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:37.931, 2055 MHz, 64, 13.08 W, 0 %, 0 %
2026/07/19 10:44:38.135, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:38.841, 2055 MHz, 63, 10.62 W, 0 %, 0 %
2026/07/19 10:44:39.042, 2055 MHz, 63, 10.62 W, 0 %, 0 %
2026/07/19 10:44:39.244, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:44:39.959, 2055 MHz, 64, 10.74 W, 0 %, 0 %
2026/07/19 10:44:40.161, 2055 MHz, 64, 10.74 W, 0 %, 0 %
2026/07/19 10:44:40.375, 2055 MHz, 64, 14.05 W, 28 %, 4 %
2026/07/19 10:44:40.591, 2055 MHz, 64, 14.05 W, 28 %, 4 %
2026/07/19 10:44:40.804, 2055 MHz, 64, 14.05 W, 28 %, 4 %
2026/07/19 10:44:41.013, 2340 MHz, 64, 20.43 W, 19 %, 3 %
2026/07/19 10:44:41.215, 2340 MHz, 64, 20.43 W, 19 %, 3 %
2026/07/19 10:44:41.418, 2340 MHz, 65, 17.98 W, 4 %, 1 %
2026/07/19 10:44:41.624, 2340 MHz, 65, 17.98 W, 4 %, 1 %
2026/07/19 10:44:41.836, 2340 MHz, 65, 17.27 W, 7 %, 1 %
2026/07/19 10:44:42.037, 2340 MHz, 65, 17.27 W, 7 %, 1 %
2026/07/19 10:44:42.238, 2340 MHz, 65, 17.27 W, 7 %, 1 %
2026/07/19 10:44:42.438, 2055 MHz, 65, 16.08 W, 7 %, 1 %
2026/07/19 10:44:42.651, 2055 MHz, 65, 16.08 W, 7 %, 1 %
2026/07/19 10:44:42.854, 2055 MHz, 64, 14.79 W, 6 %, 1 %
2026/07/19 10:44:43.057, 2055 MHz, 64, 14.79 W, 6 %, 1 %
2026/07/19 10:44:43.259, 2055 MHz, 64, 14.79 W, 6 %, 1 %
2026/07/19 10:44:43.462, 2055 MHz, 64, 14.04 W, 5 %, 1 %
2026/07/19 10:44:43.663, 2055 MHz, 64, 14.04 W, 5 %, 1 %
2026/07/19 10:44:43.866, 2055 MHz, 65, 14.64 W, 8 %, 2 %
2026/07/19 10:44:44.067, 2055 MHz, 65, 14.64 W, 8 %, 2 %
2026/07/19 10:44:44.270, 2055 MHz, 65, 14.64 W, 8 %, 2 %
2026/07/19 10:44:44.471, 2055 MHz, 65, 15.62 W, 8 %, 2 %
2026/07/19 10:44:44.674, 2055 MHz, 65, 15.62 W, 8 %, 2 %
2026/07/19 10:44:44.875, 2055 MHz, 65, 16.08 W, 10 %, 2 %
2026/07/19 10:44:45.078, 2055 MHz, 65, 16.08 W, 10 %, 2 %
2026/07/19 10:44:45.279, 2055 MHz, 65, 16.08 W, 10 %, 2 %
2026/07/19 10:44:45.481, 2055 MHz, 65, 16.06 W, 11 %, 3 %
2026/07/19 10:44:45.683, 2055 MHz, 65, 16.06 W, 11 %, 3 %
2026/07/19 10:44:45.885, 2055 MHz, 65, 16.26 W, 9 %, 2 %
2026/07/19 10:44:46.087, 2055 MHz, 65, 16.26 W, 9 %, 2 %
2026/07/19 10:44:46.293, 2055 MHz, 65, 16.26 W, 9 %, 2 %
2026/07/19 10:44:46.495, 2055 MHz, 65, 16.20 W, 8 %, 2 %
2026/07/19 10:44:46.698, 2055 MHz, 65, 16.20 W, 8 %, 2 %
2026/07/19 10:44:46.913, 2055 MHz, 65, 15.91 W, 12 %, 3 %
2026/07/19 10:44:47.115, 2055 MHz, 65, 15.91 W, 12 %, 3 %
2026/07/19 10:44:47.319, 2055 MHz, 65, 15.91 W, 12 %, 3 %
2026/07/19 10:44:47.527, 2055 MHz, 65, 16.33 W, 10 %, 2 %
2026/07/19 10:44:47.737, 2055 MHz, 65, 16.33 W, 10 %, 2 %
2026/07/19 10:44:47.948, 2055 MHz, 65, 16.94 W, 15 %, 4 %
2026/07/19 10:44:48.149, 2055 MHz, 65, 16.94 W, 15 %, 4 %
2026/07/19 10:44:48.350, 2055 MHz, 65, 16.77 W, 10 %, 3 %
2026/07/19 10:44:48.560, 2055 MHz, 65, 16.77 W, 10 %, 3 %
2026/07/19 10:44:48.760, 2055 MHz, 65, 16.77 W, 10 %, 3 %
2026/07/19 10:44:48.963, 2055 MHz, 66, 16.99 W, 27 %, 7 %
2026/07/19 10:44:49.164, 2055 MHz, 66, 16.99 W, 27 %, 7 %
2026/07/19 10:44:49.377, 2055 MHz, 66, 17.80 W, 19 %, 6 %
2026/07/19 10:44:49.590, 2055 MHz, 66, 17.80 W, 19 %, 6 %
2026/07/19 10:44:49.791, 2055 MHz, 66, 17.80 W, 19 %, 6 %
2026/07/19 10:44:50.006, 2055 MHz, 65, 17.96 W, 8 %, 2 %
2026/07/19 10:44:50.210, 2055 MHz, 65, 17.96 W, 8 %, 2 %
2026/07/19 10:44:50.426, 2055 MHz, 65, 17.04 W, 16 %, 3 %
2026/07/19 10:44:50.635, 2055 MHz, 65, 17.04 W, 16 %, 3 %
2026/07/19 10:44:50.850, 1125 MHz, 65, 16.58 W, 30 %, 7 %
2026/07/19 10:44:51.053, 1125 MHz, 65, 16.58 W, 30 %, 7 %
2026/07/19 10:44:51.255, 1125 MHz, 65, 16.58 W, 30 %, 7 %
2026/07/19 10:44:51.456, 1095 MHz, 65, 16.38 W, 35 %, 7 %
2026/07/19 10:44:51.659, 1095 MHz, 65, 16.38 W, 35 %, 7 %
2026/07/19 10:44:51.863, 1020 MHz, 64, 13.64 W, 23 %, 3 %
2026/07/19 10:44:52.065, 1020 MHz, 64, 13.64 W, 23 %, 3 %
2026/07/19 10:44:52.267, 1020 MHz, 64, 13.64 W, 23 %, 3 %
2026/07/19 10:44:52.473, 975 MHz, 64, 11.72 W, 17 %, 2 %
2026/07/19 10:44:52.689, 975 MHz, 64, 11.72 W, 17 %, 2 %
2026/07/19 10:44:52.890, 855 MHz, 64, 10.84 W, 16 %, 2 %
2026/07/19 10:44:53.102, 855 MHz, 64, 10.84 W, 16 %, 2 %
2026/07/19 10:44:53.313, 855 MHz, 64, 10.84 W, 16 %, 2 %
2026/07/19 10:44:53.514, 735 MHz, 64, 9.89 W, 16 %, 2 %
2026/07/19 10:44:53.716, 735 MHz, 64, 9.89 W, 16 %, 2 %
2026/07/19 10:44:53.918, 720 MHz, 64, 9.42 W, 47 %, 21 %
2026/07/19 10:44:54.118, 720 MHz, 64, 9.42 W, 47 %, 21 %
2026/07/19 10:44:54.320, 720 MHz, 64, 9.42 W, 47 %, 21 %
2026/07/19 10:44:54.524, 1050 MHz, 64, 8.52 W, 43 %, 19 %
2026/07/19 10:44:54.726, 1050 MHz, 64, 8.52 W, 43 %, 19 %
2026/07/19 10:44:54.927, 1440 MHz, 65, 9.90 W, 29 %, 7 %
2026/07/19 10:44:55.129, 1440 MHz, 65, 9.90 W, 29 %, 7 %
2026/07/19 10:44:55.332, 1440 MHz, 65, 15.86 W, 30 %, 6 %
2026/07/19 10:44:55.545, 1440 MHz, 65, 15.86 W, 30 %, 6 %
2026/07/19 10:44:55.747, 1440 MHz, 65, 15.86 W, 30 %, 6 %
2026/07/19 10:44:55.951, 1440 MHz, 65, 16.04 W, 28 %, 6 %
2026/07/19 10:44:56.161, 1440 MHz, 65, 16.04 W, 28 %, 6 %
2026/07/19 10:44:56.364, 1440 MHz, 65, 15.52 W, 21 %, 5 %
2026/07/19 10:44:56.566, 1440 MHz, 65, 15.52 W, 21 %, 5 %
2026/07/19 10:44:56.781, 1440 MHz, 65, 15.52 W, 21 %, 5 %
2026/07/19 10:44:56.983, 1335 MHz, 65, 15.69 W, 36 %, 8 %
2026/07/19 10:44:57.187, 1335 MHz, 65, 15.69 W, 36 %, 8 %
2026/07/19 10:44:57.402, 1530 MHz, 65, 16.55 W, 41 %, 7 %
2026/07/19 10:44:57.604, 1530 MHz, 65, 16.55 W, 41 %, 7 %
2026/07/19 10:44:57.816, 1530 MHz, 65, 16.55 W, 41 %, 7 %
2026/07/19 10:44:58.018, 1665 MHz, 65, 16.89 W, 31 %, 5 %
2026/07/19 10:44:58.225, 1665 MHz, 65, 16.89 W, 31 %, 5 %
2026/07/19 10:44:58.426, 2445 MHz, 67, 18.58 W, 49 %, 12 %
2026/07/19 10:44:58.629, 2445 MHz, 67, 18.58 W, 49 %, 12 %
2026/07/19 10:44:58.832, 2535 MHz, 67, 23.98 W, 45 %, 11 %
2026/07/19 10:44:59.040, 2535 MHz, 67, 23.98 W, 45 %, 11 %
2026/07/19 10:44:59.241, 2535 MHz, 67, 23.98 W, 45 %, 11 %
2026/07/19 10:44:59.449, 2640 MHz, 68, 27.60 W, 23 %, 5 %
2026/07/19 10:44:59.651, 2640 MHz, 68, 27.60 W, 23 %, 5 %
2026/07/19 10:44:59.854, 2640 MHz, 68, 28.39 W, 30 %, 8 %
2026/07/19 10:45:00.056, 2640 MHz, 68, 28.39 W, 30 %, 8 %
2026/07/19 10:45:00.259, 2640 MHz, 68, 28.39 W, 30 %, 8 %
2026/07/19 10:45:00.466, 2640 MHz, 67, 28.48 W, 18 %, 4 %
2026/07/19 10:45:00.668, 2640 MHz, 67, 28.48 W, 18 %, 4 %
2026/07/19 10:45:00.880, 1905 MHz, 66, 26.20 W, 13 %, 3 %
2026/07/19 10:45:01.085, 1905 MHz, 66, 26.20 W, 13 %, 3 %
2026/07/19 10:45:01.298, 1905 MHz, 66, 26.20 W, 13 %, 3 %
