prompt_idx,pos,input_token,wall_ms,embed_gpu_ms,attention_gpu_ms,router_gpu_ms,experts_gpu_ms,final_gpu_ms,h2d_bytes,d2h_bytes,d2d_bytes,vram_used_bytes
0,213,24693,164.057400,0.028200,21.164600,3.293200,137.798599,1.732500,0,3076,196608,5908201472
0,214,10939,158.299600,0.033900,21.412701,3.600100,131.529205,1.679100,0,3076,196608,5908201472
0,215,8,300.132900,0.039400,21.738800,3.996900,272.611603,1.699500,0,3076,196608,5908201472
0,216,442,212.351000,0.059000,21.746401,3.747500,185.029999,1.718300,0,3076,196608,5908201472
0,217,220,311.078300,0.038000,21.672199,3.262200,284.359100,1.695500,0,3076,196608,5908201472
0,218,17,229.894900,0.058400,21.851801,3.762500,202.461807,1.707800,0,3076,196608,5908201472
0,219,921,221.037700,0.039000,21.902901,3.568800,193.785400,1.678400,0,3076,196608,5908201472
0,220,262,158.741500,0.038500,21.771200,4.046500,131.128494,1.704800,0,3076,196608,5908201472
0,221,2115,146.993300,0.044700,22.003500,3.574500,119.635300,1.686800,0,3076,196608,5908201472
0,222,284,129.613300,0.053200,22.004999,3.570800,102.210701,1.724900,0,3076,196608,5908201472
0,223,508,99.606000,0.056400,21.412600,3.476100,72.933197,1.686600,0,3076,196608,5908201472
0,224,87,185.210400,0.039100,21.711201,3.635000,158.086700,1.688900,0,3076,196608,5908201472
0,225,369,175.269600,0.038600,22.300100,4.338800,146.789307,1.734000,0,3076,196608,5908201472
0,226,856,179.452000,0.121400,22.059500,3.954300,151.571106,1.689700,0,3076,196608,5908201472
0,227,304,129.809900,0.037600,21.871599,3.916200,102.223198,1.711000,0,3076,196608,5908201472
0,228,2890,136.425900,0.057800,21.888700,4.045800,108.719902,1.665400,0,3076,196608,5908201472
0,229,421,127.973500,0.034000,22.464100,4.348800,99.368301,1.686500,0,3076,196608,5908201472
0,230,856,113.915200,0.077900,21.895399,3.635000,86.556503,1.700000,0,3076,196608,5908201472
0,231,366,140.464400,0.040800,21.667900,3.575000,113.441299,1.696700,0,3076,196608,5908201472
0,232,26045,122.210900,0.033000,21.815100,3.701100,94.939697,1.678900,0,3076,196608,5908201472
0,233,921,173.222200,0.037800,21.676500,3.528700,146.163605,1.756900,0,3076,196608,5908201472
0,234,262,183.189100,0.033900,21.620701,3.663400,156.135895,1.684400,0,3076,196608,5908201472
0,235,6149,195.595000,0.051500,21.939600,3.545400,168.346802,1.664400,0,3076,196608,5908201472
0,236,284,171.456000,0.036800,22.212200,4.167700,143.321899,1.672300,0,3076,196608,5908201472
0,237,508,177.406200,0.032200,22.261999,3.912100,149.351105,1.796700,0,3076,196608,5908201472
0,238,87,185.783500,0.041200,22.260000,4.245700,157.483597,1.696900,0,3076,196608,5908201472
0,239,369,232.669800,0.079500,21.976601,3.622900,205.234100,1.695600,0,3076,196608,5908201472
1,0,65354,427.004900,0.093000,16.621000,3.582600,400.943298,1.705600,0,3076,196608,5908201472
1,1,448,355.860900,0.183300,16.827700,3.984400,333.120697,1.673800,0,3076,196608,5908201472
1,2,1172,203.112600,0.064800,16.730801,3.903100,180.583298,1.776800,0,3076,196608,5908201472
1,3,264,183.893800,0.063800,16.804800,3.699400,161.547195,1.730200,0,3076,196608,5908201472
1,4,3175,134.257800,0.044300,16.638800,3.326400,112.507698,1.690000,0,3076,196608,5908201472
1,5,13027,207.553300,0.062400,16.540501,3.427500,185.785995,1.689200,0,3076,196608,5908201472
1,6,50494,155.386400,0.059500,16.537901,3.605700,133.340393,1.796500,0,3076,196608,5908201472
1,7,2038,113.271300,0.039900,16.769400,3.809600,90.912399,1.695400,0,3076,196608,5908201472
1,8,2504,102.324800,0.040900,16.785500,4.175700,79.553596,1.722900,0,3076,196608,5908201472
1,9,8482,184.676000,0.037100,16.855301,3.624600,162.416901,1.690500,0,3076,196608,5908201472
1,10,264,144.150600,0.037200,16.763500,3.901300,121.707298,1.691700,0,3076,196608,5908201472
1,11,729,96.557200,0.089600,16.528601,4.282800,73.925301,1.684000,0,3076,196608,5908201472
1,12,429,131.084800,0.048700,16.599501,3.711300,108.971199,1.707800,0,3076,196608,5908201472
1,13,17431,274.024500,0.029800,16.819599,3.441900,251.986801,1.694500,0,3076,196608,5908201472
1,14,288,154.491600,0.036500,16.830500,3.898100,131.980698,1.703800,0,3076,196608,5908201472
1,15,264,159.100300,0.029900,16.619801,3.472400,137.230194,1.704600,0,3076,196608,5908201472
1,16,85499,196.043900,0.042400,16.775900,4.056500,173.411194,1.705300,0,3076,196608,5908201472
1,17,10592,195.861500,0.074300,17.269699,3.853800,172.874802,1.716500,0,3076,196608,5908201472
1,18,1140,154.173500,0.075200,17.291599,4.001900,131.038193,1.714000,0,3076,196608,5908201472
1,19,13,291.114700,0.044800,17.176399,4.744500,267.300110,1.787600,0,3076,196608,5908201472
1,20,3155,237.006400,0.097200,16.859100,4.277300,214.001099,1.707900,0,3076,196608,5908201472
1,21,537,121.365600,0.048300,16.676399,3.661800,99.236900,1.673800,0,3076,196608,5908201472
1,22,2924,140.539500,0.090900,16.769300,3.519200,118.367798,1.725300,0,3076,196608,5908201472
1,23,894,116.834100,0.092100,17.460199,4.897500,92.617302,1.709800,0,3076,196608,5908201472
1,24,1467,189.265900,0.103400,17.374001,4.617500,165.437500,1.684300,0,3076,196608,5908201472
1,25,1573,126.085200,0.039800,17.049601,4.119100,103.125603,1.706800,0,3076,196608,5908201472
1,26,476,185.496200,0.042500,17.260900,4.084200,162.349197,1.702000,0,3076,196608,5908201472
1,27,1283,89.672900,0.031600,16.598801,3.424900,67.816399,1.759700,0,3076,196608,5908201472
1,28,279,145.737700,0.050200,16.569901,3.318600,124.070503,1.683000,0,3076,196608,5908201472
1,29,2038,166.869700,0.027800,16.572399,3.351900,145.169800,1.708000,0,3076,196608,5908201472
